"","ID","MonthlyIncome"
"79",949,2620.57041304806
"80",950,5627.43497287717
"81",951,2751.99459679211
"82",952,5627.43497287717
"83",953,5952.15763575687
"84",954,2663.06298490885
"85",955,4136.85413908746
"86",956,7482.94230577354
"87",957,9051.05307920605
"88",958,2663.06298490885
"89",959,9093.01674974742
"90",960,19642.6213300932
"91",961,2751.99459679211
"92",962,4992.17197162514
"93",963,5952.15763575687
"94",964,4428.27022764598
"95",965,2751.99459679211
"96",966,19642.6213300932
"97",967,2751.99459679211
"98",968,9093.01674974742
"99",969,15990.5645619101
"100",970,2663.06298490885
"101",971,5627.43497287717
"102",972,5952.15763575687
"103",973,2663.06298490885
"104",974,2751.99459679211
"105",975,5700.02641973164
"106",976,2751.99459679211
"107",977,5952.15763575687
"108",978,2751.99459679211
"109",979,9051.05307920605
"110",980,19502.5531657756
"111",981,2621.89257942835
"112",982,9093.01674974742
"113",983,2663.06298490885
"114",984,2621.89257942835
"115",985,5627.43497287717
"116",986,2751.99459679211
"117",987,2751.99459679211
"118",988,5627.43497287717
"119",989,9051.05307920605
"120",990,2751.99459679211
"121",991,4428.27022764598
"122",992,2751.99459679211
"123",993,4428.27022764598
"124",994,5627.43497287717
"125",995,5627.43497287717
"126",996,4992.17197162514
"127",997,2751.99459679211
"128",998,16014.4221349708
"129",999,9093.01674974742
"130",1000,2663.06298490885
"131",1001,4428.27022764598
"132",1002,3992.12725248083
"133",1003,4992.17197162514
"134",1004,5700.02641973164
"135",1005,2751.99459679211
"136",1006,5627.43497287717
"137",1007,2621.89257942835
"138",1008,5952.15763575687
"139",1009,19502.5531657756
"140",1010,3992.12725248083
"141",1011,9051.05307920605
"142",1012,4992.17197162514
"143",1013,5627.43497287717
"144",1014,4136.85413908746
"145",1015,5627.43497287717
"146",1016,2663.06298490885
"147",1017,2663.06298490885
"148",1018,9093.01674974742
"149",1019,9093.01674974742
"150",1020,2751.99459679211
"151",1021,5627.43497287717
"152",1022,5627.43497287717
"153",1023,4992.17197162514
"154",1024,8991.66011954838
"155",1025,15990.5645619101
"156",1026,19502.5531657756
"157",1027,4428.27022764598
"158",1028,5627.43497287717
"159",1029,5627.43497287717
"160",1030,7482.94230577354
"161",1031,5627.43497287717
"162",1032,2620.57041304806
"163",1033,13056.3895728182
"164",1034,2751.99459679211
"165",1035,4136.85413908746
"166",1036,2751.99459679211
"167",1037,5627.43497287717
"168",1038,7482.94230577354
"169",1039,13056.3895728182
"170",1040,5952.15763575687
"171",1041,2663.06298490885
"172",1042,2751.99459679211
"173",1043,9093.01674974742
"174",1044,5627.43497287717
"175",1045,2751.99459679211
"176",1046,2663.06298490885
"177",1047,5700.02641973164
"178",1048,13111.009252744
"179",1049,2751.99459679211
"180",1050,5627.43497287717
"181",1051,9051.05307920605
"182",1052,2663.06298490885
"183",1053,5952.15763575687
"184",1054,2751.99459679211
"185",1055,2751.99459679211
"186",1056,2663.06298490885
"187",1057,5700.02641973164
"188",1058,15990.5645619101
"189",1059,4428.27022764598
"190",1060,2751.99459679211
"191",1061,4992.17197162514
"192",1062,5700.02641973164
"193",1063,5952.15763575687
"194",1064,2621.89257942835
"195",1065,5952.15763575687
"196",1066,2663.06298490885
"197",1067,2751.99459679211
"198",1068,19502.5531657756
"199",1069,5627.43497287717
"200",1070,2621.89257942835
"201",1071,2621.89257942835
"202",1072,5700.02641973164
"203",1073,2621.89257942835
"204",1074,5952.15763575687
"205",1075,5627.43497287717
"206",1076,15990.5645619101
"207",1077,19502.5531657756
"208",1078,4136.85413908746
"209",1079,4992.17197162514
"210",1080,4992.17197162514
"211",1081,2751.99459679211
"212",1082,2751.99459679211
"213",1083,2621.89257942835
"214",1084,5627.43497287717
"215",1085,9051.05307920605
"216",1086,9093.01674974742
"217",1087,5627.43497287717
"218",1088,2751.99459679211
"219",1089,2751.99459679211
"220",1090,5627.43497287717
"221",1091,5627.43497287717
"222",1092,5627.43497287717
"223",1093,13056.3895728182
"224",1094,5627.43497287717
"225",1095,5952.15763575687
"226",1096,5700.02641973164
"227",1097,2751.99459679211
"228",1098,2620.57041304806
"229",1099,2663.06298490885
"230",1100,5700.02641973164
"231",1101,19502.5531657756
"232",1102,5627.43497287717
"233",1103,5627.43497287717
"234",1104,9093.01674974742
"235",1105,2751.99459679211
"236",1106,2751.99459679211
"237",1107,2751.99459679211
"238",1108,4428.27022764598
"239",1109,5627.43497287717
"240",1110,5627.43497287717
"241",1111,5952.15763575687
"242",1112,13111.009252744
"243",1113,13111.009252744
"244",1114,5627.43497287717
"245",1115,8991.66011954838
"246",1116,2751.99459679211
"247",1117,5700.02641973164
"248",1118,4136.85413908746
"249",1119,8991.66011954838
"250",1120,2621.89257942835
"251",1121,9093.01674974742
"252",1122,15990.5645619101
"253",1123,4992.17197162514
"254",1124,15990.5645619101
"255",1125,2751.99459679211
"256",1126,2621.89257942835
"257",1127,2663.06298490885
"258",1128,4136.85413908746
"259",1129,15990.5645619101
"260",1130,2663.06298490885
"261",1131,13056.3895728182
"262",1132,15990.5645619101
"263",1133,5952.15763575687
"264",1134,2663.06298490885
"265",1135,2663.06298490885
"266",1136,2663.06298490885
"267",1137,2663.06298490885
"268",1138,5627.43497287717
"269",1139,9093.01674974742
"270",1140,16014.4221349708
"271",1141,5952.15763575687
"272",1142,5627.43497287717
"273",1143,8991.66011954838
"274",1144,5627.43497287717
"275",1145,4428.27022764598
"276",1146,5627.43497287717
"277",1147,4136.85413908746
"278",1148,2663.06298490885
"279",1149,2751.99459679211
"280",1150,5952.15763575687
"281",1151,2751.99459679211
"282",1152,5627.43497287717
"283",1153,4992.17197162514
"284",1154,2663.06298490885
"285",1155,5700.02641973164
"286",1156,13583.3014938618
"287",1157,2621.89257942835
"288",1158,4992.17197162514
"289",1159,2751.99459679211
"290",1160,5700.02641973164
"291",1161,2751.99459679211
"292",1162,9051.05307920605
"293",1163,2663.06298490885
"294",1164,9051.05307920605
"295",1165,2751.99459679211
"296",1166,2663.06298490885
"297",1167,8991.66011954838
"298",1168,5627.43497287717
"299",1169,2751.99459679211
"300",1170,2751.99459679211
